"geoid","region_name","measure","value","year","measure_type","region_type"
"51137","Orange County, Virginia","inadequate_pc",0.137,2015,"proportion","county"
"51139","Page County, Virginia","inadequate_pc",0.141,2015,"proportion","county"
"51141","Patrick County, Virginia","inadequate_pc",0.178,2015,"proportion","county"
"51143","Pittsylvania County, Virginia","inadequate_pc",0.099,2015,"proportion","county"
"51145","Powhatan County, Virginia","inadequate_pc",0.043,2015,"proportion","county"
"51147","Prince Edward County, Virginia","inadequate_pc",0.124,2015,"proportion","county"
"51149","Prince George County, Virginia","inadequate_pc",0.083,2015,"proportion","county"
"51153","Prince William County, Virginia","inadequate_pc",0.151,2015,"proportion","county"
"51155","Pulaski County, Virginia","inadequate_pc",0.068,2015,"proportion","county"
"51157","Rappahannock County, Virginia","inadequate_pc",0.174,2015,"proportion","county"
"51159","Richmond County, Virginia","inadequate_pc",0.074,2015,"proportion","county"
"51161","Roanoke County, Virginia","inadequate_pc",0.067,2015,"proportion","county"
"51163","Rockbridge County, Virginia","inadequate_pc",0.142,2015,"proportion","county"
"51165","Rockingham County, Virginia","inadequate_pc",0.109,2015,"proportion","county"
"51167","Russell County, Virginia","inadequate_pc",0.06,2015,"proportion","county"
"51169","Scott County, Virginia","inadequate_pc",0,2015,"proportion","county"
"51171","Shenandoah County, Virginia","inadequate_pc",0.147,2015,"proportion","county"
"51173","Smyth County, Virginia","inadequate_pc",0.086,2015,"proportion","county"
"51175","Southampton County, Virginia","inadequate_pc",0.186,2015,"proportion","county"
"51177","Spotsylvania County, Virginia","inadequate_pc",0.125,2015,"proportion","county"
"51179","Stafford County, Virginia","inadequate_pc",0.112,2015,"proportion","county"
"51181","Surry County, Virginia","inadequate_pc",0.069,2015,"proportion","county"
"51183","Sussex County, Virginia","inadequate_pc",0.15,2015,"proportion","county"
"51185","Tazewell County, Virginia","inadequate_pc",0.082,2015,"proportion","county"
"51187","Warren County, Virginia","inadequate_pc",0.183,2015,"proportion","county"
"51191","Washington County, Virginia","inadequate_pc",0.088,2015,"proportion","county"
"51193","Westmoreland County, Virginia","inadequate_pc",0.149,2015,"proportion","county"
"51195","Wise County, Virginia","inadequate_pc",0.18,2015,"proportion","county"
"51197","Wythe County, Virginia","inadequate_pc",0.088,2015,"proportion","county"
"51199","York County, Virginia","inadequate_pc",0.117,2015,"proportion","county"
"51510","Alexandria city, Virginia","inadequate_pc",0.162,2015,"proportion","county"
"51520","Bristol city, Virginia","inadequate_pc",0.222,2015,"proportion","county"
"51530","Buena Vista city, Virginia","inadequate_pc",0,2015,"proportion","county"
"51540","Charlottesville city, Virginia","inadequate_pc",0.147,2015,"proportion","county"
"51550","Chesapeake city, Virginia","inadequate_pc",0.092,2015,"proportion","county"
"51570","Colonial Heights city, Virginia","inadequate_pc",0.126,2015,"proportion","county"
"51580","Covington city, Virginia","inadequate_pc",0,2015,"proportion","county"
"51590","Danville city, Virginia","inadequate_pc",0.176,2015,"proportion","county"
"51600","Fairfax city, Virginia","inadequate_pc",0.088,2015,"proportion","county"
"51610","Falls Church city, Virginia","inadequate_pc",0.128,2015,"proportion","county"
"51620","Franklin city, Virginia","inadequate_pc",0.299,2015,"proportion","county"
"51630","Fredericksburg city, Virginia","inadequate_pc",0.174,2015,"proportion","county"
"51640","Galax city, Virginia","inadequate_pc",0.1,2015,"proportion","county"
"51650","Hampton city, Virginia","inadequate_pc",0.158,2015,"proportion","county"
"51660","Harrisonburg city, Virginia","inadequate_pc",0.169,2015,"proportion","county"
"51670","Hopewell city, Virginia","inadequate_pc",0.159,2015,"proportion","county"
"51678","Lexington city, Virginia","inadequate_pc",0,2015,"proportion","county"
"51680","Lynchburg city, Virginia","inadequate_pc",0.106,2015,"proportion","county"
"51683","Manassas city, Virginia","inadequate_pc",0.206,2015,"proportion","county"
"51685","Manassas Park city, Virginia","inadequate_pc",0.1,2015,"proportion","county"
"51690","Martinsville city, Virginia","inadequate_pc",0.193,2015,"proportion","county"
"51700","Newport News city, Virginia","inadequate_pc",0.186,2015,"proportion","county"
"51710","Norfolk city, Virginia","inadequate_pc",0.123,2015,"proportion","county"
"51720","Norton city, Virginia","inadequate_pc",0.15,2015,"proportion","county"
"51730","Petersburg city, Virginia","inadequate_pc",0.208,2015,"proportion","county"
"51735","Poquoson city, Virginia","inadequate_pc",0.072,2015,"proportion","county"
"51740","Portsmouth city, Virginia","inadequate_pc",0.162,2015,"proportion","county"
"51750","Radford city, Virginia","inadequate_pc",0.073,2015,"proportion","county"
"51760","Richmond city, Virginia","inadequate_pc",0.183,2015,"proportion","county"
"51770","Roanoke city, Virginia","inadequate_pc",0.092,2015,"proportion","county"
"51775","Salem city, Virginia","inadequate_pc",0.049,2015,"proportion","county"
"51790","Staunton city, Virginia","inadequate_pc",0.129,2015,"proportion","county"
"51800","Suffolk city, Virginia","inadequate_pc",0.158,2015,"proportion","county"
"51810","Virginia Beach city, Virginia","inadequate_pc",0.093,2015,"proportion","county"
"51820","Waynesboro city, Virginia","inadequate_pc",0.15,2015,"proportion","county"
"51830","Williamsburg city, Virginia","inadequate_pc",0.302,2015,"proportion","county"
"51840","Winchester city, Virginia","inadequate_pc",0.305,2015,"proportion","county"
"51001","Accomack County, Virginia","intermediate_pc",0.241,2015,"proportion","county"
"51003","Albemarle County, Virginia","intermediate_pc",0.222,2015,"proportion","county"
"51005","Alleghany County, Virginia","intermediate_pc",0.338,2015,"proportion","county"
"51007","Amelia County, Virginia","intermediate_pc",0.118,2015,"proportion","county"
"51009","Amherst County, Virginia","intermediate_pc",0.102,2015,"proportion","county"
"51011","Appomattox County, Virginia","intermediate_pc",0.058,2015,"proportion","county"
"51013","Arlington County, Virginia","intermediate_pc",0.253,2015,"proportion","county"
"51015","Augusta County, Virginia","intermediate_pc",0.068,2015,"proportion","county"
"51017","Bath County, Virginia","intermediate_pc",0.148,2015,"proportion","county"
"51019","Bedford County, Virginia","intermediate_pc",0.08,2015,"proportion","county"
"51021","Bland County, Virginia","intermediate_pc",0.171,2015,"proportion","county"
"51023","Botetourt County, Virginia","intermediate_pc",0.346,2015,"proportion","county"
"51025","Brunswick County, Virginia","intermediate_pc",0.159,2015,"proportion","county"
"51027","Buchanan County, Virginia","intermediate_pc",0.115,2015,"proportion","county"
"51029","Buckingham County, Virginia","intermediate_pc",0.152,2015,"proportion","county"
"51031","Campbell County, Virginia","intermediate_pc",0.082,2015,"proportion","county"
"51033","Caroline County, Virginia","intermediate_pc",0.189,2015,"proportion","county"
"51035","Carroll County, Virginia","intermediate_pc",0.164,2015,"proportion","county"
"51036","Charles City County, Virginia","intermediate_pc",0.167,2015,"proportion","county"
"51037","Charlotte County, Virginia","intermediate_pc",0.123,2015,"proportion","county"
"51041","Chesterfield County, Virginia","intermediate_pc",0.163,2015,"proportion","county"
"51043","Clarke County, Virginia","intermediate_pc",0.078,2015,"proportion","county"
"51045","Craig County, Virginia","intermediate_pc",0.208,2015,"proportion","county"
"51047","Culpeper County, Virginia","intermediate_pc",0.256,2015,"proportion","county"
"51049","Cumberland County, Virginia","intermediate_pc",0.175,2015,"proportion","county"
"51051","Dickenson County, Virginia","intermediate_pc",0.205,2015,"proportion","county"
"51053","Dinwiddie County, Virginia","intermediate_pc",0.171,2015,"proportion","county"
"51057","Essex County, Virginia","intermediate_pc",0.083,2015,"proportion","county"
"51059","Fairfax County, Virginia","intermediate_pc",0.152,2015,"proportion","county"
"51061","Fauquier County, Virginia","intermediate_pc",0.214,2015,"proportion","county"
"51063","Floyd County, Virginia","intermediate_pc",0.28,2015,"proportion","county"
"51065","Fluvanna County, Virginia","intermediate_pc",0.243,2015,"proportion","county"
"51067","Franklin County, Virginia","intermediate_pc",0.304,2015,"proportion","county"
"51069","Frederick County, Virginia","intermediate_pc",0.114,2015,"proportion","county"
"51071","Giles County, Virginia","intermediate_pc",0.23,2015,"proportion","county"
"51073","Gloucester County, Virginia","intermediate_pc",0.13,2015,"proportion","county"
"51075","Goochland County, Virginia","intermediate_pc",0.094,2015,"proportion","county"
"51077","Grayson County, Virginia","intermediate_pc",0.075,2015,"proportion","county"
"51079","Greene County, Virginia","intermediate_pc",0.224,2015,"proportion","county"
"51081","Greensville County, Virginia","intermediate_pc",0.27,2015,"proportion","county"
"51083","Halifax County, Virginia","intermediate_pc",0.071,2015,"proportion","county"
"51085","Hanover County, Virginia","intermediate_pc",0.129,2015,"proportion","county"
"51087","Henrico County, Virginia","intermediate_pc",0.134,2015,"proportion","county"
"51089","Henry County, Virginia","intermediate_pc",0.089,2015,"proportion","county"
"51091","Highland County, Virginia","intermediate_pc",0.111,2015,"proportion","county"
"51093","Isle of Wight County, Virginia","intermediate_pc",0.18,2015,"proportion","county"
"51095","James City County, Virginia","intermediate_pc",0.15,2015,"proportion","county"
"51097","King and Queen County, Virginia","intermediate_pc",0.145,2015,"proportion","county"
"51099","King George County, Virginia","intermediate_pc",0.213,2015,"proportion","county"
"51101","King William County, Virginia","intermediate_pc",0.084,2015,"proportion","county"
"51103","Lancaster County, Virginia","intermediate_pc",0.078,2015,"proportion","county"
"51105","Lee County, Virginia","intermediate_pc",0.2,2015,"proportion","county"
"51107","Loudoun County, Virginia","intermediate_pc",0.155,2015,"proportion","county"
"51109","Louisa County, Virginia","intermediate_pc",0.195,2015,"proportion","county"
"51111","Lunenburg County, Virginia","intermediate_pc",0.194,2015,"proportion","county"
"51113","Madison County, Virginia","intermediate_pc",0.289,2015,"proportion","county"
"51115","Mathews County, Virginia","intermediate_pc",0.067,2015,"proportion","county"
"51117","Mecklenburg County, Virginia","intermediate_pc",0.129,2015,"proportion","county"
"51119","Middlesex County, Virginia","intermediate_pc",0.107,2015,"proportion","county"
"51121","Montgomery County, Virginia","intermediate_pc",0.184,2015,"proportion","county"
"51125","Nelson County, Virginia","intermediate_pc",0.172,2015,"proportion","county"
"51127","New Kent County, Virginia","intermediate_pc",0.122,2015,"proportion","county"
"51131","Northampton County, Virginia","intermediate_pc",0.245,2015,"proportion","county"
"51133","Northumberland County, Virginia","intermediate_pc",0.107,2015,"proportion","county"
"51135","Nottoway County, Virginia","intermediate_pc",0.129,2015,"proportion","county"
"51137","Orange County, Virginia","intermediate_pc",0.265,2015,"proportion","county"
"51139","Page County, Virginia","intermediate_pc",0.093,2015,"proportion","county"
"51141","Patrick County, Virginia","intermediate_pc",0.111,2015,"proportion","county"
"51143","Pittsylvania County, Virginia","intermediate_pc",0.094,2015,"proportion","county"
"51145","Powhatan County, Virginia","intermediate_pc",0.093,2015,"proportion","county"
"51147","Prince Edward County, Virginia","intermediate_pc",0.147,2015,"proportion","county"
"51149","Prince George County, Virginia","intermediate_pc",0.178,2015,"proportion","county"
"51153","Prince William County, Virginia","intermediate_pc",0.154,2015,"proportion","county"
"51155","Pulaski County, Virginia","intermediate_pc",0.265,2015,"proportion","county"
"51157","Rappahannock County, Virginia","intermediate_pc",0.239,2015,"proportion","county"
